paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20110316_mir.1_L3.1	X20110316_mir.1_L2.1	X20110203_RW10890_pal.1_L4.1	X20110125_RW10890_pal.1_L3.1	X20110125_RW10890_pal.1_L4.1	X20101213_RW10889_pal.1_L2.1	X20101213_RW10889_pal.1_L3.1	X20110209_UP2051_mls.2_L1.1	X20110209_UP2051_mls.2_L2.1	X20110209_UP2051_mls.2_L3.1	X20110225_NX68_L3.1	X20110408_RW10425_pha.4_L2.1	X20110927_RW11144_L4.1	X20110929_ceh.43_L1.1	X20110726_RW10713_L1.1	X20110731_RW10434_L1.1	X20111116_RW10226_L4.1	X20110916_ceh.36_L1.1	X20120426_JIM122_L2.1	X20120612_JIM127_L4.1	X20120331_RW10871_L4.1	X20120807_mir.57_L4.1
MSpapaap 1	-1	-1	0	1	3	0	1	0	0	-1	1	2	-2	1	3	-1	1	0	-3	0	-2	-1	-1	-1	0	1	3	0	1	0	0	-1	1	2	-2	1	3	-1	1	0	-3	0	-2	-1
MSpapaapa 1																			-5		8	-2																			-5		8	-2
MSpapaapaa NA																																												
MSpapaapap NA																																												
MSpapaapp NA																																												
MSpapap 1	-1	0	-2	-4	0	0	0	-1	-2	3	-2	1	0	2	-2	2	0	-3	3	0	3	2	-1	0	-2	-4	0	0	0	-1	-2	3	-2	1	0	2	-2	2	0	-3	3	0	3	2
MSpapapa 1	-3	-3		16			-19	-1			-2				4	0			3	11	-6	-1	-3	-3		16			-19	-1			-2				4	0			3	11	-6	-1
MSpapapaa NA																																												
MSpapapap NA																																												
MSpapapp 1	-1	-1	-3	-3	0	0	5	0	-1	6	-2	-1	-4	7	-5	0	2	0	1	2	-4	1	-1	-1	-3	-3	0	0	5	0	-1	6	-2	-1	-4	7	-5	0	2	0	1	2	-4	1
MSpapappa NA																																												
MSpapappp NA																																												
MSpapp 1	1	0	-5	-3	-1	-1	2	-1	-3	4	1	2	0	1	-1	0	-1	0	3	0	-1	2	1	0	-5	-3	-1	-1	2	-1	-3	4	1	2	0	1	-1	0	-1	0	3	0	-1	2
MSpappa 1	1	0	3	-2	1	6	1	1	1	-8	-3	-5	1	-2	9	2	-2	5	-9	0	6	-4	1	0	3	-2	1	6	1	1	1	-8	-3	-5	1	-2	9	2	-2	5	-9	0	6	-4
MSpappaa NA																																												
MSpappap NA																																												
MSpappp 1	-2	0	-11	3	1	8	4	-7	1	-2	6	3	-5	-1	0	-4	10	2	-3	2	3	-7	-2	0	-11	3	1	8	4	-7	1	-2	6	3	-5	-1	0	-4	10	2	-3	2	3	-7
MSpapppa 1		-2		3				0							1	1			1	2	-6	-1		-2		3				0							1	1			1	2	-6	-1
MSpapppaa NA																																												
MSpapppap NA																																												
MSpapppp 1				-2											2				4	5	-9	-1				-2											2				4	5	-9	-1
MSpappppa NA																																												
MSpappppp NA																																												
MSpp 1	1	0	0	2	3	-2	0	0	-1	-2	0	-1	-1	0	0	1	1	1	-1	-3	-1	1	1	0	0	2	3	-2	0	0	-1	-2	0	-1	-1	0	0	1	1	1	-1	-3	-1	1
MSppa 1	2	-1	0	-1	0	2	1	0	-1	-2	0	0	0	-1	-1	1	0	0	1	0	0	2	2	-1	0	-1	0	2	1	0	-1	-2	0	0	0	-1	-1	1	0	0	1	0	0	2
MSppaa 1	1	1	-3	0	3	-2	-1	1	-1	0	-2	0	0	-1	1	-1	1	2	0	-1	-1	1	1	1	-3	0	3	-2	-1	1	-1	0	-2	0	0	-1	1	-1	1	2	0	-1	-1	1
MSppaaa 1	2	1	-1	-1	0	3	-2	0	-1	1	-1	3	1	-1	1	-3	-1	2	0	-2	-1	0	2	1	-1	-1	0	3	-2	0	-1	1	-1	3	1	-1	1	-3	-1	2	0	-2	-1	0
MSppaaaa 1				-1											12				0	2	-3	-10				-1											12				0	2	-3	-10
MSppaaaad NA																																												
MSppaaaav NA																																												
MSppaaap NA																																												
MSppaap 1	-2	0	-2	1	-4	10	-7	0	7	-2	-4	-1	4	-1	-1	-4	-1	-5	6	2	0	5	-2	0	-2	1	-4	10	-7	0	7	-2	-4	-1	4	-1	-1	-4	-1	-5	6	2	0	5
MSppaapa NA																																												
MSppaapp NA																																												
MSppap 1	-1	1	-2	-2	4	-1	0	0	-1	0	0	0	0	0	2	0	0	1	0	-3	1	1	-1	1	-2	-2	4	-1	0	0	-1	0	0	0	0	0	2	0	0	1	0	-3	1	1
MSppapa 1	2	-1	0	-3	4	3	-2	1	-2	-1	-4	2	-1	1	3	1	0	1	-1	-2	-1	0	2	-1	0	-3	4	3	-2	1	-2	-1	-4	2	-1	1	3	1	0	1	-1	-2	-1	0
MSppapaa NA																																												
MSppapaaa NA																																												
MSppapaap NA																																												
MSppapap NA																																												
MSppapp 1	-2	-5	-2	-4	5	2	1	-2	-1	-1	-5	5	-2	0	-1	1	0	5	2	1	-1	2	-2	-5	-2	-4	5	2	1	-2	-1	-1	-5	5	-2	0	-1	1	0	5	2	1	-1	2
MSppappa NA																																												
MSppappp NA																																												
MSppp 1	-1	-3	0	0	1	1	2	0	0	-1	-1	1	1	0	-1	0	-1	1	0	1	-2	1	-1	-3	0	0	1	1	2	0	0	-1	-1	1	1	0	-1	0	-1	1	0	1	-2	1
MSpppa 1	-1	-3	-3	-1	-1	-1	-4	1	-1	-1	-1	1	2	-2	6	-1	4	1	0	-2	2	4	-1	-3	-3	-1	-1	-1	-4	1	-1	-1	-1	1	2	-2	6	-1	4	1	0	-2	2	4
MSpppaa 1	-2	-4	-6	0	2	4	7	3	-2	-2	-3	0	0	-1	7	1	0	2	2	-5	-3	1	-2	-4	-6	0	2	4	7	3	-2	-2	-3	0	0	-1	7	1	0	2	2	-5	-3	1
MSpppaaa NA																																												
MSpppaap NA																																												
MSpppap 1	7	0	-2	-1	4	7	6	0	-3	1	-2	6	-2	-1	-5	-1	0	-2	1	-3	-7	-1	7	0	-2	-1	4	7	6	0	-3	1	-2	6	-2	-1	-5	-1	0	-2	1	-3	-7	-1
MSpppapa NA																																												
MSpppapp NA																																												
MSpppappa NA																																												
MSpppappp NA																																												
MSpppp 1	-1	-3	-3	-8	2	4	-3	1	-4	-4	3	3	4	-2	4	-2	3	-1	2	-2	1	5	-1	-3	-3	-8	2	4	-3	1	-4	-4	3	3	4	-2	4	-2	3	-1	2	-2	1	5
MSppppa 1	2	-1	-3	2	4	2	0	-5	1	-4	-2	1	-1	2	-3	0	0	4	1	0	-1	-1	2	-1	-3	2	4	2	0	-5	1	-4	-2	1	-1	2	-3	0	0	4	1	0	-1	-1
MSppppaa NA																																												
MSppppap NA																																												
MSppppp 1	2	-4	-5	-3	3	3	6	-3	4	1	-6	-1	6	1	0	0	1	0	-1	0	-1	-1	2	-4	-5	-3	3	3	6	-3	4	1	-6	-1	6	1	0	0	1	0	-1	0	-1	-1
MSpppppa NA																																												
MSpppppp NA																																												
P NA																																												
P0 NA																																												
P1 NA																																												
P2 1						0							1	-1	-1		1		1									0							1	-1	-1		1		1			
P3 1	3	2	0		-1	2	2	1	-1	-5	-1	-1	1	-1	-1	-2	1	0	1	0	-1	0	3	2	0		-1	2	2	1	-1	-5	-1	-1	1	-1	-1	-2	1	0	1	0	-1	0
P4 1	13	15	0	0	0	2	7	3	2	0	-1	-2	-1	-3	-5	-7	2	0	-8	-5	-5	-7	13	15	0	0	0	2	7	3	2	0	-1	-2	-1	-3	-5	-7	2	0	-8	-5	-5	-7
Z2 NA																																												
Z3 NA																																												
